keyword,gl_account_code
"Payment from BGM","account : bgm"
"Payment to MB","account : bgm"
"Payment to MB","account : debit"
"Payment to USAA MC","credit : usaamc"
"PAYMNT 230109 ABIGAIL KAWKA","mhb : income : rent : 711pine-01"
"PAYMNT 230206 ABIGAIL KAWKA - PR","mhb : income : rent : 711pine-01"
"PAYMNT 230307 ABIGAIL KAWKA - PR","mhb : income : rent : 711pine-01"
"PAYMNT 230412 ABIGAIL KAWKA - PR","mhb : income : rent : 711pine-01"
"PAYMNT 230509 ABIGAIL KAWKA - PR","mhb : income : rent : 711pine-01"
"PAYPAL *ARTCURATOR","dispersement : fb"
"PAYPAL *ARTCURATOR","personal : household"
"PAYPAL *ARTCURATOR 402-935-7733 ","dispersement : fb"
"PAYPAL *ARTCURATOR 402-935-7733 ","equipment : software"
"PAYPAL *ARTCURATOR 402-935-7733 ","personal : entertainment"
"PAYPAL *AUDIOBOOKS","dispersement : fb"
"PAYPAL *AUDIOBOOKS","personal : household"
"PAYPAL *AUDIOBOOKS 402-935-7733 ","dispersement : fb"
"PAYPAL *AUDIOBOOKS 402-935-7733 ","personal : entertainment"
"PAYPAL *BANANA BUYB","dispersement : fb"
"PAYPAL *BANANA BUYB","personal : household"
"PAYPAL *BARONIUS","dispersement : fb"
"PAYPAL *BARONIUS","personal : household"
"PAYPAL *CONDE N","salary : fbreen"
"PAYPAL *DROPBOX 402-935-7733 CA","equipment : computer"
"PAYPAL *FANDANGOMED","dispersement : fb"
"PAYPAL *FANDANGOMED","personal : household"
"PAYPAL *GODADDY.COM","internet : website"
"PAYPAL *GODADDY.COM 402-935-7733","equipment : computer"
"PAYPAL *GODADDY.COM 402-935-7733","internet : hosting"
"PAYPAL *GRETCHE","salary : fbreen"
"PAYPAL *GUNDRYM","salary : fbreen"
"PAYPAL *HULU","salary : fbreen"
"PAYPAL *IAH","prof : license"
"PAYPAL *JAYSCUSTOMC 402-935-7733","equipment : computer"
"PAYPAL *LILIGAL","salary : fbreen"
"PAYPAL *LINKEDI","equipment : software license fee"
"PAYPAL *NETFLIX.COM 402-935-7733","dispersement : fb"
"PAYPAL *NETFLIX.COM 402-935-7733","personal : entertainment"
"PAYPAL *SKING1","salary : fbreen"
"PAYPAL *SPRINGE","salary : fbreen"
"PAYPAL *TCM 402-935-7733 CA ",na
"PAYPAL *TRINITY","salary : fbreen"
"PAYPAL *UDEMY","prof : training"
"PAYPAL *WAYFAIR","salary : fbreen"
"PAYPAL *WILSONB","salary : fbreen"
"PENN'S MADISON MADISON MS","proj exp : meal"
"PENNYS KITCHEN","dispersement : fb"
"PENNYS KITCHEN","personal : dining"
"PENNYS KITCHEN","proj exp : meal"
"PENNYS KITCHEN","salary : fbreen"
"PENNYS KITCHEN SAULT SAINTE MI","business development : meal"
"PENNYS KITCHEN SAULT SAINTE MI","dispersement : fb"
"PENNYS KITCHEN SAULT SAINTE MI","personal : dining out"
"PENNYS KITCHEN SAULT SAINTE MI ","proj exp : meal"
"PERFORMANCE PLUS QOC #","bgm : proj exp : equipment"
"PERKINS REST 00011858 GALESBURG ","proj exp : meal"
"PERKINS RST BA00220327 MENOMINEE","proj exp : meal"
"PERSONAL TOUCH ART STO","dispersement : fb"
"PERSONAL TOUCH ART STO","personal : household"
"PET SUPPLIES PLUS #201","dispersement : fb"
"PET SUPPLIES PLUS #201","personal : household"
"PET SUPPLIES PLUS #201","salary : fbreen"
"PETALS ON ASHMU","salary : fbreen"
"PETEYS PUB & GR","salary : fbreen"
"Pete’s Appliance","salary : fbreen"
"PHIL MOORE BUICK GMC JACKSON MS","auto : maintenance"
"PHILLIPS 66 - JACK FLASH EFFINGH","auto : gas"
"PICABOO YEARBOOKS","dispersement : fb"
"PICABOO YEARBOOKS","personal : household"
"PICKELMAN'S PANTRY & PUB NEWBERR","auto : gas"
"PICKELMANS 1 S","auto : gas"
"PICKLEMAN'S 1 STOP NEWBERRY MI","auto : gas"
"PICKLEMAN'S 1 STOP NEWBERRY MI","proj exp : meal"
"PILOT 00005710 CHARLESTON MO ","proj exp : gas"
"PILOT 00571 Charleston MO ","proj exp : gas"
"PILOT Saginaw MI ","proj exp : gas"
"PIONEER INN & SUITES ESCANABA MI","proj exp : lodging"
Playster.com,"salary : fbreen"
PLOTDIGITIZER.COM,"bgm : equipment : software : license"
"pmi escrow disbursement","mortgage : parnell : escrow"
"PNC Medical","account : health"
"PNC Medical","account : medical"
PNC-Tax,"account : tax"
"PNCBANK_XTRANSFR ACCTVERIFY 2305","bank : fee"
"PNP BILLPAYMENT 031523EK","bgm : rebate"
"PNP BILLPAYMENT 031523EK","utility : water : 1108parnell"
"PNP BILLPAYMENT 042923EK 230502 ","mhb : tax : 905brown"
"PNP BILLPAYMENT 042923EK 230502 ","mhb : utility : water : 905brown"
"Preferred Cred PrefCredit","loan : general"
"Preferred Cred PrefCredit","loan : vaccuum"
"Preferred Cred PrefCredit","salary : fbreen"
"PREJEANS LAFAYETTE LA","proj exp : meal"
"PRICELN*DELTA AIR LINE","nv : airfare"
"PRIME VIDEO *4B5P87FY3","personal : movies"
"PRIME VIDEO *8B05D4P53","personal : movies"
"PRIME VIDEO *H71PA6U92","personal : movies"
"PRIME VIDEO *HJ1LJ8522","personal : movies"
"PRIME VIDEO *HJ8FB0A80","personal : movies"
"PRIME VIDEO *HS1F11PR0","personal : movies"
"PRIME VIDEO *HS9UD1980","personal : movies"
"PRIME VIDEO *HY3A86JZ0","personal : movies"
"PRIME VIDEO *HY9CP93T0","personal : movies"
principal,"mortgage : depot : principle"
"principal - payoff","mortgage : depot : principle"
principle,"csb : loan01 : principle"
principle,"mortgage : baird : principle"
principle,"mortgage : parnell : principle"
"PROMETRIC EXAM FEE","license : fb"
"PROMETRIC EXAM FEE","license : mb"
PROTONMAIL,"bgm : equipment : software : license"
"PSN*CITY OF SAUL UTILITY PA","utility : water"
"PUMP N POUR #2 ALMA MI ","proj exp : gas"
"PURCHASE 1668 WINERY","business development : meal"
"PURCHASE 1668 WINERY","dispersement : fb"
"PURCHASE 1668 WINERY","personal : dining"
"PURCHASE AIRBNB * HM3YRTDRK2","proj exp : lodging"
"PURCHASE AIRBNB * HMYH59NM4X","proj exp : lodging"
"PURCHASE AIRGASS NORTH","equipment : clothing"
"PURCHASE AMAZON.COM","equipment : tech reference"
"PURCHASE AMAZON.COM AMZN.COM/BI","equipment : tech reference"
"PURCHASE AMAZON.COM*M22KV93D0","equipment : tech reference"
"PURCHASE AMAZON.COM*M29O32H31","equipment : tech reference"
"PURCHASE AMAZON.COM*M81BT44Y0","equipment : tech reference"
"PURCHASE AMAZON.COM*M84WQ4LJ1","equipment : tech reference"
"PURCHASE AMAZON.COM*M86JW1FC1","equipment : tech reference"
"PURCHASE AMAZON.COM*M88F62N02","equipment : tech reference"
"PURCHASE AMAZON.COM*MT9LD1YO1","equipment : tech reference"
"PURCHASE AMAZONPRIME MEMBERSHIP","equipment : tech reference"
"PURCHASE AMERICINN MOTEL & SUIT","proj exp : lodging"
"PURCHASE AMZN MKTP US","equipment : tech reference"
"PURCHASE AMZN MKTP US*M03921UW2","equipment : tech reference"
"PURCHASE AMZN MKTP US*M803I1LS1","equipment : tech reference"
"PURCHASE AMZN MKTP US*M82TK1LZ1","equipment : tech reference"
"PURCHASE AMZN MKTP US*M83RN1RB0","equipment : tech reference"
"PURCHASE AMZN MKTP US*M87603Z30","equipment : tech reference"
"PURCHASE AMZN MKTP US*MT7JP4W80","equipment : tech reference"
"PURCHASE APPLEBEES 996056999600","proj exp : meal"
"PURCHASE ART GALLERY OF ALGOMA","dispersement : fb"
"PURCHASE ART GALLERY OF ALGOMA",household
"PURCHASE ASTM FEES/PUBLICATIONS","equipment : tech reference"
"PURCHASE BCI*BIRCHCOMMUNICATION","telecom : landline"
"PURCHASE BCI*BIRCHCOMMUNICATION","utility : landline"
"PURCHASE BEACON & BRIDGE MRKT13","auto : gas"
"PURCHASE BEACON & BRIDGE MRKT13","proj exp : meal"
"PURCHASE BENT RIVER BREWING COM","proj exp : meal"
"PURCHASE BIG BOY 14 GAYLORD","proj exp : meal"
"PURCHASE BIG LOTS 3396 I 7","dispersement : fb"
"PURCHASE BIG LOTS 3396 I 7","equipment : office furniture"
"PURCHASE BIG LOTS 3396 I 7","salary : fbreen"
"PURCHASE BIGGBY COFFEE #351","proj exp : meal"
"PURCHASE BIGGBY COFFEE STORE 54","proj exp : meal"
"PURCHASE BOOKFACTORY","equipment : office supplies"
"PURCHASE BP#5986443LAKESHOREQPS","auto : gas"
"PURCHASE BP#8701815ST IGNACEQPS","auto : gas"
"PURCHASE BP#8890618BLANEY PRQPS","auto : gas"
"PURCHASE BURGER KING #6474 Q07","proj exp : meal"
"PURCHASE CASEYS BURLINGTON","auto : gas"
"PURCHASE CASEYS BURLINGTON","proj exp : meal"
"PURCHASE CHARLIES COUNTRY","auto : gas"
"PURCHASE CHARTER COMM","utility : internet service"
"PURCHASE CHARTER COMM","utility : internet service : cable"
"PURCHASE CHRISTIAN CARE MINISTR","insurance : health"
"PURCHASE CHRISTOPH 301 N LI","auto : gas"
"PURCHASE CHURCH MILITANT.TV","dispersement : fb"
"PURCHASE CHURCH MILITANT.TV","salary : fbreen"
"PURCHASE CIRCLE K # 06604","auto : gas"
"PURCHASE CITY OF E LANSING PARK","proj exp : parking"
"PURCHASE COUNTRY HEARTH INN AN","proj exp : lodging"
"PURCHASE CROWNE PLAZA LANSING W","proj exp : lodging"
"PURCHASE CSA } ADP DAMAGE PROTE",unknown
"PURCHASE CUP OF THE DAY","proj exp : meal"
"PURCHASE DAFTER LANDFILL","utility : disposal"
"PURCHASE DAILY BURN, INC.","dispersement : fb"
"PURCHASE DAILY BURN, INC.","salary : fbreen"
"PURCHASE DAIRY QUEEN #13026","dispersement : fb"
"PURCHASE DAIRY QUEEN #13026","salary : fbreen"
"PURCHASE DIXIE SALOON","proj exp : meal"
"PURCHASE DOHERTY HOTEL","proj exp : lodging"
"PURCHASE DOLLAR TREE","charity : kofc"
"PURCHASE DOLLAR TREE","equipment : office supplies"
"PURCHASE DRESSBARN DRESSBAR","dispersement : fb"
"PURCHASE DRESSBARN DRESSBAR","salary : fbreen"
"PURCHASE DUNKIN #356647","proj exp : meal"
"PURCHASE EXXONMOBIL 97555544","auto : gas"
"PURCHASE FAREWAY STORES","proj exp : meal"
"PURCHASE FOUR SEASONS MKT","proj exp : meal"
"PURCHASE FRANK N STUFF","proj exp : meal"
"PURCHASE FRANKS PLACE","dispersement : fb"
"PURCHASE FRANKS PLACE","proj exp : meal"
"PURCHASE FRANKS PLACE","salary : fbreen"
"PURCHASE GEOTECH","proj exp : equipment"
"PURCHASE GFS STORE #092","dispersement : fb"
"PURCHASE GFS STORE #092","salary : fbreen"
"PURCHASE GFS STORE 3195 I75","dispersement : fb"
"PURCHASE GFS STORE 3195 I75","household : groceries"
"PURCHASE GFS STORE 3195 I75","salary : fbreen"
"PURCHASE GOLDEN CHILD KITCHEN","proj exp : meal"
"PURCHASE GOLDEN CHILD KITCHEN","proj texp : meal"
"PURCHASE GRAND HOTEL","dispersement : fb"
"PURCHASE GRAND HOTEL","personal : vacation"
"PURCHASE GRAND HOTEL LLC","dispersement : fb"
"PURCHASE GRAND HOTEL LLC","salary : fbreen"
"PURCHASE GREAT LAKES OPTOMETRY","medical : eye"
"PURCHASE GREAT WALL","dispersement : fb"
"PURCHASE GREAT WALL","household : groceries"
"PURCHASE GREAT WALL","salary : fbreen"
"PURCHASE HAMPTON INN","proj exp : lodging"
"PURCHASE HELLOFRESH.COM 800-733","dispersement : fb"
"PURCHASE HELLOFRESH.COM 800-733","personal : groceries"
"PURCHASE HOLIDAY STNSTORE 0231","auto : gas"
"PURCHASE HOLIDAY STNSTORE 0262","auto : gas"
"PURCHASE HY VEE 1044","auto : gas"
"PURCHASE INK & TONER ALTERNATIV","equipment : office supplies"
"PURCHASE INT*IN *GOODWILL INDUS","dispersement : fb"
"PURCHASE INT*IN *GOODWILL INDUS","salary : fbreen"
"PURCHASE JACKSON ST MOBI","auto : gas"
"PURCHASE JCPENNEY 0703","dispersement : fb"
"PURCHASE JCPENNEY 0703",household
"PURCHASE JCPENNEY 0703","salary : fbreen"
"PURCHASE JCPENNEY.COM","dispersement : fb"
"PURCHASE JCPENNEY.COM",household
"PURCHASE JHFS #152 - CAD","auto : gas"
"PURCHASE JOANN STORES #","charity : school"
"PURCHASE JOANN STORES #","charity : stmarys"
"PURCHASE JOANN STORES #","dispersement : fb"
"PURCHASE JOANN STORES #",household
"PURCHASE JOANN STORES #2336","charity : school"
"PURCHASE JOANN STORES #2336","charity : stmarys"
"PURCHASE KEMPKER'S TRUE","proj exp : equipment"
"PURCHASE KOHLS 152 4516 I-7","dispersement : fb"
"PURCHASE KOHLS 152 4516 I-7","salary : fbreen"
"PURCHASE KRIST FOOD MART #40","auto : gas"
"PURCHASE KRIST OIL 3*","auto : gas"
"PURCHASE LAKE SUPE LAKE SUP","tuition : mcbreen"
"PURCHASE LAKESUPERIORSTATE #035","tuition : mcbreen"
"PURCHASE LIFETOUCHPHOTOGRAPHY","dispersement : fb"
"PURCHASE LIFETOUCHPHOTOGRAPHY",household
"PURCHASE LITTLE CAESARS 1324 00","proj exp : meal"
"PURCHASE LOCK CITY HOME","dispersement : fb"
"PURCHASE LOCK CITY HOME","proj exp : equipment"
"PURCHASE LOCK CITY HOME","salary : fbreen"
"PURCHASE LOCK CITY HOME CTR","dispersement : fb"
"PURCHASE LOCK CITY HOME CTR","salary : fbreen"
"PURCHASE MARATHON PETRO112052","auto : gas"
"PURCHASE MARATHON PETRO261354","auto : gas"
"PURCHASE MARATHON PETRO60996","auto : gas"
"PURCHASE MARTINIS GRILLE AND BA","proj exp : meal"
"PURCHASE MCDONALD'S F17236","proj exp : meal"
"PURCHASE MCDONALD'S F18073","proj exp : meal"
"PURCHASE MCDONALD'S F5353","proj exp : meal"
"PURCHASE MEIJER # 293","dispersement : fb"
"PURCHASE MEIJER # 293","proj exp : equipment"
"PURCHASE MEIJER # 293","proj exp : meal"
"PURCHASE MEIJER # 293","salary : fbreen"
"PURCHASE MEIJER INC #203 Q01","proj exp : equipment"
"PURCHASE MOLONEYS ALLEY","dispersement : fb"
"PURCHASE MOLONEYS ALLEY","salary : fbreen"
"PURCHASE NATIONAL OFFICE PRODUC","equipment : office supplies"
"PURCHASE NETBRANDS MEDIA CORP.","dispersement : fb"
"PURCHASE NETBRANDS MEDIA CORP.","salary : fbreen"
"PURCHASE NORTHWEST OIL EXPRESS","auto : maintenance"
"PURCHASE ONSTAR","telecom : onstar"
"PURCHASE OPTICSPLANET, INC.","proj exp : equipment"
"PURCHASE OREILLY AUTO PA","proj exp : equipment"
"PURCHASE PAK N SHIP XPRESS","proj exp : shipping"
"PURCHASE PALM TREE PAT","proj exp : meal"
"PURCHASE PANERA BREAD #203222","proj exp : meal"
"PURCHASE PARKER ACE HAR","dispersement : fb"
"PURCHASE PARKER ACE HAR","equipment : office furniture"
"PURCHASE PARKER ACE HAR","proj exp : equipment"
"PURCHASE PARKER ACE HAR","salary : fbreen"
"PURCHASE PARKER ACE HARDWARE","dispersement : fb"
"PURCHASE PARKER ACE HARDWARE","equipment : office furniture"
"PURCHASE PARKER ACE HARDWARE","salary : fbreen"
"PURCHASE PAYLESS SHOESO00044222","dispersement : fb"
"PURCHASE PAYLESS SHOESO00044222","salary : fbreen"
"PURCHASE PENNYS KITCHEN","business developement : meal"
"PURCHASE PENNYS KITCHEN","business development : meal"
"PURCHASE PENNYS KITCHEN","dispersement : fb"
"PURCHASE PENNYS KITCHEN","salary : fbreen"
"PURCHASE PERSONAL TOUCH ART STO","dispersement : fb"
"PURCHASE PERSONAL TOUCH ART STO","salary : fbreen"
"PURCHASE PET SUPPLIES PLUS #201","dispersement : fb"
"PURCHASE PET SUPPLIES PLUS #201","salary : fbreen"
"PURCHASE PFS*PREMIUM PAYMENT","insurance : gen-prof liability"
"PURCHASE PICKLEMAN S PETRO","auto : gas"
"PURCHASE PICKLEMAN'S 1 STOP","auto : gas"
"PURCHASE PIZZA HUT 10918","proj exp : meal"
"PURCHASE POSHMARK","dispersement : fb"
"PURCHASE POSHMARK","salary : fbreen"
"PURCHASE RED WINGS STORE 43","proj exp : clothing"
"PURCHASE RITE AID STORE","proj exp : meal"
"PURCHASE RITE AID STORE - 4579","proj exp : meal"
"PURCHASE ROAD RANGER #265","auto : gas"
"PURCHASE RODENROTH MOTO","auto : maintenance"
"PURCHASE RTL OF MICHIGAN*RLM B","charity : rtl"
"PURCHASE SAFELITE AUTOGLASS","auto : maintenance"
"PURCHASE SAULT PRINTING CO","proj exp : reproduction"
"PURCHASE SEC OF STATE BRANCH374","auto : license"
"PURCHASE SEC OF STATE BRANCH374","auto : registration"
"PURCHASE SHELL OIL 57445373608","auto : gas"
"PURCHASE SHELL Service S","auto : gas"
"PURCHASE SHOPKO 16","auto : gas"
"PURCHASE SOME WEAR ON MACKINAC","dispersement : fb"
"PURCHASE SOME WEAR ON MACKINAC","household : clothing"
"PURCHASE SOO BREWING CO","dispersement : fb"
"PURCHASE SOO BREWING CO","salary : fbreen"
"PURCHASE SOO SUPERVALU","dispersement : fb"
"PURCHASE SOO SUPERVALU","household : groceries"
"PURCHASE SOO SUPERVALU","salary : fbreen"
"PURCHASE SOO SUPERVALU FOODS","dispersement : fb"
"PURCHASE SOO SUPERVALU FOODS","household : groceries"
"PURCHASE SOO SUPERVALU FOODS","salary : fbreen"
"PURCHASE SP * EXODUS 90","dispersement : fb"
"PURCHASE SP * EXODUS 90","salary : fbreen"
"PURCHASE SQ *SQ *BOOMERANG RETR","dispersement : fb"
"PURCHASE SQ *SQ *BOOMERANG RETR","salary : fbreen"
"PURCHASE SQ *SQ *JUDY MOSER","dispersement : fb"
"PURCHASE SQ *SQ *JUDY MOSER","salary : fbreen"
"PURCHASE SQU*SQ *DANCING CRANE","proj exp : meal"
"PURCHASE SQU*SQ *DEAD RIVER COF","proj exp : meal"
"PURCHASE SQU*SQ *NORTH PERK COF","proj exp : meal"
"PURCHASE STAR LINE MACKINAC ISL","dispersement : fb"
"PURCHASE STAR LINE MACKINAC ISL","salary : fbreen"
"PURCHASE SUBWAY 00030452","proj exp : meal"
"PURCHASE SUBWAY 03023660","proj exp : meal"
"PURCHASE SUMMIT SUPPLY INC","equipment : office furniture"
"PURCHASE SUNOCO 0444773600 QPS","auto : gas"
"PURCHASE SUNOCO 0703910","auto : gas"
"PURCHASE SUNOCO 0703910000 QPS","auto : gas"
"PURCHASE SUPERIOR SENSATIONS CA","dispersement : fb"
"PURCHASE SUPERIOR SENSATIONS CA","salary : fbreen"
"PURCHASE T J MAXX 4500 I-7","dispersement : fb"
"PURCHASE T J MAXX 4500 I-7","salary : fbreen"
"PURCHASE TANGLEWOOD","dispersement : fb"
"PURCHASE TANGLEWOOD","salary : fbreen"
"PURCHASE THE HUB","dispersement : fb"
"PURCHASE THE HUB","salary : fbreen"
"PURCHASE THE JAUNTING CART","proj exp : meal"
"PURCHASE THE LANDMARK INN","proj exp : lodging"
"PURCHASE THE MENS WEARH","salary : fbreen"
"PURCHASE THE MENS WEARHOUSE","dispersement : fb"
"PURCHASE THE WICKED SISTER","dispersement : fb"
"PURCHASE THE WICKED SISTER","salary : fbreen"
"PURCHASE THEDRAKERESTAURANT","proj exp : meal"
"PURCHASE TIM HORTON'S #916666","proj exp : meal"
"PURCHASE TIMBER CHARLIE'S FAMIL","proj exp : meal"
"PURCHASE TLF*COED FLOWERS AND G","dispersement : fb"
"PURCHASE TLF*COED FLOWERS AND G","salary : fbreen"
"PURCHASE TRACTOR S 4646 75","proj exp : equipment"
"PURCHASE TRACTOR-S 6818 SOU","proj exp : equipment"
"PURCHASE ULTA #702","equipment : office furniture"
"PURCHASE USA GASOLINE","auto : gas"
"PURCHASE VIMEO.COM","dispersement : fb"
"PURCHASE VIMEO.COM","salary : fbreen"
"PURCHASE VISTAPR*VISTAPRINT.COM","proj exp : report reproduction"
"PURCHASE WAL-MART #0797","proj exp : meal"
"PURCHASE WAL-MART #1294","proj exp : meal"
"PURCHASE WAL-MART #1936","proj exp : meal"
"PURCHASE Wal-Mart Super","proj exp : meal"
"PURCHASE WALGREENS 2101 ASH","dispersement : fb"
"PURCHASE WALGREENS 2101 ASH","household : personal"
"PURCHASE WALGREENS 2101 ASH","salary : fbreen"
"PURCHASE WALGREENS STOR","dispersement : fb"
"PURCHASE WALGREENS STOR","salary : fbreen"
"PURCHASE WEIRD HAROLDS/","dispersement : fb"
"PURCHASE WEIRD HAROLDS/","salary : fbreen"
"PURCHASE WENDYS #5094 SAULT STE","proj exp : meal"
"PURCHASE WISE OWL TECHNOLOGIES","equipment : computer"
"PURCHASE WISH.COM","dispersement : fb"
"PURCHASE WISH.COM","household : clothing"
"PURCHASE WISH.COM","salary : fbreen"
"PURCHASE WM SUPERCENTER","proj exp : food"
"PURCHASE WM SUPERCENTER","proj exp : good"
"PURCHASE WM SUPERCENTER","proj exp : meal"
"PURCHASE YPS*HOMEAWAY HA-LPTBRX","dispersement : fb"
"PURCHASE YPS*HOMEAWAY HA-LPTBRX","salary : fbreen"
"PURCHASE YPS*HOMEAWAY HA-LPTBRX",unknown
"PURE COUNTRY FA","salary : fbreen"
"PYMT BY FUNDS TRANSFER","account : personal"
"QOPPA SOFTWARE ATLANTA GA ","equipment : software"
"QUALITY INNS","nv : lodging"
"QUALITY INNS CORDELE GA ","proj exp : lodging"
"R&R Marine","equipment : storage"
"RADISSON HOTELS #33 LANSING MI","proj exp : lodging"
"RAISING CANE'S #53 LAFAYETTE LA","proj exp : meal"
"RAISING CANE'S #53 LAFAYETTE LA ","proj exp : meal"
"RAMADA PLAZA F","salary : fbreen"
"RANDOLS RESTAURANT LAFAYETTE LA","proj exp : meal"
"Rate change","mortgage : rate : 711pine"
Rebate,refund
"REBATE BEACON BRIDG0200","bgm : rebate"
"REBATE HOLIDAY INN EXPRES","bgm : rebate"
"REBATE MARATHON PETRO2613","bgm : rebate"
"REBLOSSOM CONSIGNMENT","dispersement : fb"
"REBLOSSOM CONSIGNMENT","personal : clothing"
"REGENCY TRAVEL INN HAYTI MO","proj exp : lodging"
"REI*SCIENCE DIRECT 888-437-4636 ","prof : tech reference"
"rent payment","mhb : income : rent : 711pine-01"
"rent payment","mhb : income : rent : 711pine-02"
"rent payment","mhb : income : rent : 819helen"
"rent payment","mhb : income : rent : 905brown"
Reversal,"asset : 819helen"
"REWARD POINTS REDEMPTION ",unknown
"RITE AID 04579","personal : household"
"RITE AID STORE1025 ASH","salary : fbreen"
"RMP Services","medical : rmp"
"ROAD RANGER #132 CHAMPAIGN IL ","proj exp : gas"
"ROC #16 JOHNSTON CITY IL","auto : gas"
"RODENROTH MOTO","auto : maintenance"
"Rodenroth Motors, Inc. - ","personal : cadillac"
"Ron Estus","salary : fbreen"
"ROSENDALE MART","bgm : proj exp : dining"
"ROYAL INN HOTEL WEST PALM BEA FL","proj exp : gas"
"Sale Baird Property","mhb : income : sale : baird"
"SALON C","dispersement : fb"
"SALON C","personal : household"
"SATELLITE RECEI","dispersement : fb"
"SATELLITE RECEI","personal : household"
"Sault Fireplace & Stone","salary : fbreen"
"Sault Printing","proj exp : report repro"
"SAVE A LOT #24479","dispersement : fb"
"SAVE A LOT #24479","personal : household"
"SCHULER BOOKSMUSIC OKEMOS MI","dispersement : fb"
"SCHULER BOOKSMUSIC OKEMOS MI","personal : entertainment"
"security deposit","mhb : security deposit"
"security deposit","mhb : security deposit : 711pine-01"
"SELFAUTHORING.COM 16173987023 FL","prof : training"
"Service Charge Period Ending 01/","fee : bank"
"Service Charge Period Ending 02/","fee : bank"
"Service Charge Period Ending 03/","fee : bank"
"Service Charge Period Ending 04/","fee : bank"
"Service Charge Period Ending 05/","fee : bank"
"Service Charge Period Ending 06/","fee : bank"
"Service Charge Period Ending 07/","fee : bank"
"SERVICE CHARGE PERIOD ENDING 08/","fee : bank"
"Service Charge Period Ending 08/","fee : bank"
"SERVICE CHARGE PERIOD ENDING 09/","fee : bank"
"Service Charge Period Ending 09/","fee : bank"
"SERVICE CHARGE PERIOD ENDING 10/","fee : bank"
"Service Charge Period Ending 10/","fee : bank"
"Service Charge Period Ending 12/","fee : bank"
"SERVICE CHARGE TYME REGIONAL - D","bank : fee"
"SHELL OIL 10003680013 LAFAYEETE ","auto : gas"
"SHELL OIL 10004172002 OSCEOLA AR","auto : gas"
"SHELL OIL 10011839007 MOUNT PLEA","auto : gas"
"SHELL OIL 12361476018 STEELE MO","auto : gas"
"SHELL OIL 12399851000 OCALA FL ","proj exp : gas"
"SHELL OIL 22600220032 BATESVILLE","proj exp : gas"
"SHELL OIL 22637292108 DURANT MS","auto : gas"
"SHELL OIL 51329150042 FORT WAYNE","auto : gas"
"SHELL OIL 52136600039 GAYLORD MI","auto : gas"
"SHELL OIL 52156490030 MACKINAW C","proj exp : gas"
"SHELL OIL 52184700038 SAUGATUCK ","proj exp : gas"
"SHELL OIL 52198310022 WEST BRANC","auto : gas"
"SHELL OIL 57426787909 MOUNT VERN","auto : gas"
"SHELL OIL 57442115002 PLAINFIELD","auto : gas"
"SHELL OIL 57443221403 WALTON KY","auto : gas"
"SHELL OIL 57443552500 MARSHALL M","auto : gas"
"SHELL OIL 57443877709 SAINT IGNA","auto : gas"
"SHELL OIL 57444174502 VILLA PARK","auto : gas"
"SHELL OIL 57444744007 CRITTENDEN","proj exp : gas"
"SHELL OIL 57445014400 MUNISING M","auto : gas"
"SHELL OIL 57445373608 CEDAR RIVE","auto : gas"
"SHELL OIL 57446319303 CLAYTON IN","auto : gas"
"SHELL OIL 57525334801 MADISON MS","auto : gas"
"SHELL OIL 57543704100 OKEECHOBEE","proj exp : gas"
"SHELL OIL 57543724207 COLQUITT G","proj exp : gas"
"SHELL OIL10011815015","auto : gas"
"SHELL OIL10047581003","auto : gas"
"SHELL OIL12408528011","auto : gas"
"SHELL OIL12989196014","auto : gas"
"SHELL Service S","auto : gas"
"SHELL SERVICE STAT","auto : gas"
"Shena L. Sloboda","salary : fbreen"
"SHOE DEPT 1599","dispersement : fb"
"SHOE DEPT 1599","personal : clothing"
"Smith and Company","salary : fbreen"
"SOCIETY OF EXPLORATION 918-497-5","prof : association"
"SOLO TRATTORIA","dispersement : fb"
"SOLO TRATTORIA","personal : dining"
"SOLO TRATTORIA","salary : fbreen"
"SOO CURLERS ASSOCIATIO","personal : dining"
"SOO FIREPLACE & BILL PAYMT 05140","mhb : maintenance : 711pine"
"Soo Printing","proj exp : report repro"
"SOO SUPERVALU","dispersement : fb"
"SOO SUPERVALU","personal : groceries"
"SOO SUPERVALU FOODS","dispersement : fb"
"SOO SUPERVALU FOODS","personal : groceries"
"Soo Supervalue","salary : fbreen"
"SP * ALDENFIT","dispersement : fb"
"SP * ALDENFIT","personal : household"
"SP * CORDBANDS LLC CORDBANDS.MYS",na
"SP READYPANTRY","personal : household"
"Special Olympics","charity : sp olympics"
SPECTRUM,"telecom : cable"
"SPECTRUM         SPECTRUM","telecom : cable"
"SPECTRUM 230227 - PREAUTHORIZED ","telecom : cable"
"SPEEDWAY 01195 187 LIMA OH ","proj exp : gas"
"SPEEDWAY 02211 LAK EAST LANSING ","auto : gas"
"SPEEDWAY 08740 DEW DE WITT MI","auto : gas"
"SQ *114 ELM MUNISING MI","dispersement : fb"
"SQ *114 ELM MUNISING MI","personal : clothing"
"SQ *BIRD'S EYE OUTFITT","personal : dining"
"SQ *CC'S COFFEE HOU CARENCRO LA","proj exp : meal"
"SQ *LESAINTEMICHELLE","bank : fee"
"SQ *MACLEOD HIGHLAND D","personal : dining"
"SQ *MAEVE'S ART SAN FRANCISCO CA","dispersement : fb"
